scenario_id,events,operating_cost,operating_cost_M,unmet_tons,status,solve_time_s
40,"[[0, 7, 6]]",3507361424.3697476,3507.3614243697475,300.0,optimal,0.0017199516296386719
41,"[[0, 8, 2]]",3507076263.0252104,3507.07626302521,300.0,optimal,0.0015869140625
42,"[[0, 8, 3]]",3507160085.714286,3507.1600857142857,300.0,optimal,0.0016367435455322266
43,"[[0, 8, 4]]",3507220085.714286,3507.2200857142857,300.0,optimal,0.0017120838165283203
44,"[[0, 8, 5]]",3507294763.0252104,3507.29476302521,300.0,optimal,0.0017101764678955078
45,"[[0, 8, 6]]",3507393716.5266104,3507.39371652661,300.0,optimal,0.0017931461334228516
46,"[[0, 9, 2]]",3507094555.1820726,3507.094555182073,300.0,optimal,0.0016269683837890625
47,"[[0, 9, 3]]",3507154555.1820726,3507.1545551820727,300.0,optimal,0.0016770362854003906
48,"[[0, 9, 4]]",3507229232.492997,3507.229232492997,300.0,optimal,0.0017321109771728516
49,"[[0, 9, 5]]",3507322555.1820726,3507.322555182073,300.0,optimal,0.0018458366394042969
50,"[[0, 9, 6]]",3507382555.1820726,3507.382555182073,300.0,optimal,0.0018248558044433594
51,"[[0, 10, 2]]",3507085555.1820726,3507.0855551820728,300.0,optimal,0.001603841781616211
52,"[[0, 10, 3]]",3507160232.492997,3507.1602324929972,300.0,optimal,0.0016241073608398438
53,"[[0, 10, 4]]",3507251447.6190476,3507.2514476190477,300.0,optimal,0.0017290115356445312
54,"[[0, 10, 5]]",3507311447.6190476,3507.3114476190476,300.0,optimal,0.0017750263214111328
55,"[[0, 10, 6]]",3507377124.929972,3507.377124929972,300.0,optimal,0.0017781257629394531
56,"[[0, 11, 2]]",3507089278.9915967,3507.0892789915965,300.0,optimal,0.001657724380493164
57,"[[0, 11, 3]]",3507176970.868347,3507.1769708683473,300.0,optimal,0.0016901493072509766
58,"[[0, 11, 4]]",3507236970.868347,3507.2369708683473,300.0,optimal,0.0017480850219726562
59,"[[0, 11, 5]]",3507302648.1792717,3507.3026481792717,300.0,optimal,0.0017538070678710938
60,"[[0, 11, 6]]",3507399155.462185,3507.399155462185,300.0,optimal,0.0018157958984375
61,"[[0, 12, 2]]",3507102970.868347,3507.1029708683473,300.0,optimal,0.0016248226165771484
62,"[[0, 12, 3]]",3507162970.868347,3507.162970868347,300.0,optimal,0.0016579627990722656
63,"[[0, 12, 4]]",3507228648.1792717,3507.2286481792717,300.0,optimal,0.0017459392547607422
64,"[[0, 12, 5]]",3507322178.711485,3507.322178711485,300.0,optimal,0.0017771720886230469
65,"[[0, 12, 6]]",3507382178.711485,3507.382178711485,300.0,optimal,0.0018050670623779297
66,"[[0, 13, 2]]",3507089601.6806726,3507.089601680673,300.0,optimal,0.0016140937805175781
67,"[[0, 13, 3]]",3507155278.9915967,3507.155278991597,300.0,optimal,0.0016360282897949219
68,"[[0, 13, 4]]",3507245494.117647,3507.245494117647,300.0,optimal,0.0017518997192382812
69,"[[0, 13, 5]]",3507305494.117647,3507.305494117647,300.0,optimal,0.0017290115356445312
70,"[[0, 13, 6]]",3507380171.4285717,3507.380171428572,300.0,optimal,0.0018148422241210938
71,"[[0, 14, 2]]",3507084278.9915967,3507.084278991597,300.0,optimal,0.0015959739685058594
72,"[[0, 14, 3]]",3507170970.868347,3507.170970868347,300.0,optimal,0.0016307830810546875
73,"[[0, 14, 4]]",3507230970.868347,3507.230970868347,300.0,optimal,0.0016927719116210938
74,"[[0, 14, 5]]",3507305648.1792717,3507.305648179272,300.0,optimal,0.0017242431640625
75,"[[0, 14, 6]]",3507407017.366947,3507.407017366947,300.0,optimal,0.0018351078033447266
76,"[[0, 15, 2]]",3507096970.868347,3507.096970868347,300.0,optimal,0.0016188621520996094
77,"[[0, 15, 3]]",3507156970.868347,3507.1569708683473,300.0,optimal,0.0016357898712158203
78,"[[0, 15, 4]]",3507231648.1792717,3507.231648179272,300.0,optimal,0.0017390251159667969
79,"[[0, 15, 5]]",3507329017.366947,3507.329017366947,300.0,optimal,0.001837015151977539
80,"[[0, 15, 6]]",3507389017.366947,3507.389017366947,300.0,optimal,0.0018651485443115234
81,"[[0, 16, 2]]",3507086101.6806726,3507.0861016806725,300.0,optimal,0.0016281604766845703
82,"[[0, 16, 3]]",3507160778.9915967,3507.1607789915965,300.0,optimal,0.001692056655883789
83,"[[0, 16, 4]]",3507252994.117647,3507.252994117647,300.0,optimal,0.0017468929290771484
84,"[[0, 16, 5]]",3507312994.117647,3507.312994117647,300.0,optimal,0.0018041133880615234
85,"[[0, 16, 6]]",3507372994.117647,3507.372994117647,300.0,optimal,0.0018150806427001953
86,"[[0, 17, 2]]",3507089278.9915967,3507.0892789915965,300.0,optimal,0.0016100406646728516
87,"[[0, 17, 3]]",3507176970.868347,3507.1769708683473,300.0,optimal,0.0016999244689941406
88,"[[0, 17, 4]]",3507236970.868347,3507.2369708683473,300.0,optimal,0.0017390251159667969
89,"[[0, 17, 5]]",3507296970.868347,3507.296970868347,300.0,optimal,0.0018110275268554688
90,"[[0, 17, 6]]",3507296970.868347,3507.296970868347,300.0,optimal,0.0017697811126708984
91,"[[0, 18, 2]]",3507102970.868347,3507.1029708683473,300.0,optimal,0.001605987548828125
92,"[[0, 18, 3]]",3507162970.868347,3507.162970868347,300.0,optimal,0.0017330646514892578
93,"[[0, 18, 4]]",3507222970.868347,3507.222970868347,300.0,optimal,0.0017428398132324219
94,"[[0, 18, 5]]",3507222970.868347,3507.222970868347,300.0,optimal,0.0017399787902832031
95,"[[0, 18, 6]]",3507222970.868347,3507.222970868347,300.0,optimal,0.0017421245574951172
96,"[[0, 19, 2]]",3507089601.6806726,3507.089601680673,300.0,optimal,0.001619100570678711
97,"[[0, 19, 3]]",3507149601.6806726,3507.1496016806727,300.0,optimal,0.0016372203826904297
98,"[[0, 19, 4]]",3507149601.6806726,3507.1496016806727,300.0,optimal,0.0016260147094726562
99,"[[0, 19, 5]]",3507149601.6806726,3507.1496016806727,300.0,optimal,0.0016219615936279297
100,"[[0, 20, 2]]",3507078601.6806726,3507.078601680673,300.0,optimal,0.001583099365234375
101,"[[0, 20, 3]]",3507078601.6806726,3507.078601680673,300.0,optimal,0.0015742778778076172
102,"[[0, 20, 4]]",3507078601.6806726,3507.078601680673,300.0,optimal,0.0015659332275390625
103,"[[0, 21, 2]]",3507015985.4341736,3507.0159854341737,300.0,optimal,0.0015411376953125
104,"[[0, 21, 3]]",3507015985.4341736,3507.0159854341737,300.0,optimal,0.0015370845794677734
105,"[[0, 22, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015380382537841797
106,"[[1, 0, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015239715576171875
107,"[[1, 0, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015099048614501953
108,"[[1, 0, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015349388122558594
109,"[[1, 0, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001528024673461914
110,"[[1, 0, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015070438385009766
111,"[[1, 1, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015187263488769531
112,"[[1, 1, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015110969543457031
113,"[[1, 1, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015330314636230469
114,"[[1, 1, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015251636505126953
115,"[[1, 1, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001508951187133789
116,"[[1, 2, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015201568603515625
117,"[[1, 2, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015230178833007812
118,"[[1, 2, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015392303466796875
119,"[[1, 2, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001522064208984375
120,"[[1, 2, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015559196472167969
121,"[[1, 3, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015320777893066406
122,"[[1, 3, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001516103744506836
123,"[[1, 3, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015439987182617188
124,"[[1, 3, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015218257904052734
125,"[[1, 3, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015099048614501953
126,"[[1, 4, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015251636505126953
127,"[[1, 4, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015287399291992188
128,"[[1, 4, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015251636505126953
129,"[[1, 4, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015101432800292969
130,"[[1, 4, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015158653259277344
131,"[[1, 5, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015332698822021484
132,"[[1, 5, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001516103744506836
133,"[[1, 5, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015230178833007812
134,"[[1, 5, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015230178833007812
135,"[[1, 5, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015139579772949219
136,"[[1, 6, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015323162078857422
137,"[[1, 6, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015101432800292969
138,"[[1, 6, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015192031860351562
139,"[[1, 6, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015201568603515625
140,"[[1, 6, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015218257904052734
141,"[[1, 7, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015168190002441406
142,"[[1, 7, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001500844955444336
143,"[[1, 7, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001522064208984375
144,"[[1, 7, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001519918441772461
145,"[[1, 7, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001512765884399414
146,"[[1, 8, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001519918441772461
147,"[[1, 8, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015099048614501953
148,"[[1, 8, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015232563018798828
149,"[[1, 8, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001519918441772461
150,"[[1, 8, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001516103744506836
151,"[[1, 9, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015208721160888672
152,"[[1, 9, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001500844955444336
153,"[[1, 9, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015330314636230469
154,"[[1, 9, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015292167663574219
155,"[[1, 9, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015070438385009766
156,"[[1, 10, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015239715576171875
157,"[[1, 10, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001508951187133789
158,"[[1, 10, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015332698822021484
159,"[[1, 10, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015180110931396484
160,"[[1, 10, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001516103744506836
161,"[[1, 11, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015268325805664062
162,"[[1, 11, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015218257904052734
163,"[[1, 11, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015261173248291016
164,"[[1, 11, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015139579772949219
165,"[[1, 11, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015149116516113281
166,"[[1, 12, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015401840209960938
167,"[[1, 12, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015039443969726562
168,"[[1, 12, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015230178833007812
169,"[[1, 12, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015370845794677734
170,"[[1, 12, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015141963958740234
171,"[[1, 13, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001544952392578125
172,"[[1, 13, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015430450439453125
173,"[[1, 13, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015330314636230469
174,"[[1, 13, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015130043029785156
175,"[[1, 13, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015437602996826172
176,"[[1, 14, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015289783477783203
177,"[[1, 14, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001505136489868164
178,"[[1, 14, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015230178833007812
179,"[[1, 14, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.00152587890625
180,"[[1, 14, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015208721160888672
181,"[[1, 15, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015232563018798828
182,"[[1, 15, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015010833740234375
183,"[[1, 15, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015287399291992188
184,"[[1, 15, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001522064208984375
185,"[[1, 15, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015192031860351562
186,"[[1, 16, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015311241149902344
187,"[[1, 16, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015041828155517578
188,"[[1, 16, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015292167663574219
189,"[[1, 16, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015201568603515625
190,"[[1, 16, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015230178833007812
191,"[[1, 17, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015192031860351562
192,"[[1, 17, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015113353729248047
193,"[[1, 17, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001528024673461914
194,"[[1, 17, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015201568603515625
195,"[[1, 17, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001508951187133789
196,"[[1, 18, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015230178833007812
197,"[[1, 18, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001508951187133789
198,"[[1, 18, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015308856964111328
199,"[[1, 18, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015289783477783203
200,"[[1, 18, 6]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001505136489868164
201,"[[1, 19, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015187263488769531
202,"[[1, 19, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001508951187133789
203,"[[1, 19, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015039443969726562
204,"[[1, 19, 5]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0014939308166503906
205,"[[1, 20, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015211105346679688
206,"[[1, 20, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015289783477783203
207,"[[1, 20, 4]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015099048614501953
208,"[[1, 21, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015480518341064453
209,"[[1, 21, 3]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015170574188232422
210,"[[1, 22, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015189647674560547
211,"[[2, 0, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015139579772949219
212,"[[2, 0, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015499591827392578
213,"[[2, 1, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015139579772949219
214,"[[2, 1, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015192031860351562
215,"[[2, 2, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015180110931396484
216,"[[2, 2, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015299320220947266
217,"[[2, 3, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015189647674560547
218,"[[2, 3, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015249252319335938
219,"[[2, 4, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015101432800292969
220,"[[2, 4, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015180110931396484
221,"[[2, 5, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015239715576171875
222,"[[2, 5, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001531839370727539
223,"[[2, 6, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015060901641845703
224,"[[2, 6, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015261173248291016
225,"[[2, 7, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015208721160888672
226,"[[2, 7, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015277862548828125
227,"[[2, 8, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015120506286621094
228,"[[2, 8, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015192031860351562
229,"[[2, 9, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015170574188232422
230,"[[2, 9, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015358924865722656
231,"[[2, 10, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015130043029785156
232,"[[2, 10, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015239715576171875
233,"[[2, 11, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015187263488769531
234,"[[2, 11, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015308856964111328
235,"[[2, 12, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015151500701904297
236,"[[2, 12, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015196800231933594
237,"[[2, 13, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015189647674560547
238,"[[2, 13, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015408992767333984
239,"[[2, 14, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001506805419921875
240,"[[2, 14, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015141963958740234
241,"[[2, 15, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001516103744506836
242,"[[2, 15, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015223026275634766
243,"[[2, 16, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015180110931396484
244,"[[2, 16, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015270709991455078
245,"[[2, 17, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015079975128173828
246,"[[2, 17, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015270709991455078
247,"[[2, 18, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015261173248291016
248,"[[2, 18, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.001531839370727539
249,"[[2, 19, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015261173248291016
250,"[[2, 19, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015261173248291016
251,"[[2, 20, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015680789947509766
252,"[[2, 20, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015239715576171875
253,"[[2, 21, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015108585357666016
254,"[[2, 21, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015139579772949219
255,"[[2, 22, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015475749969482422
256,"[[2, 22, 2]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015118122100830078
257,"[[2, 23, 1]]",3506997784.8739495,3506.9977848739495,300.0,optimal,0.0015180110931396484
258,"[[0, 0, 2], [0, 2, 2]]",3507103462.184874,3507.103462184874,300.0,optimal,0.0015251636505126953
259,"[[0, 0, 2], [0, 2, 3]]",3507194154.0616245,3507.1941540616244,300.0,optimal,0.001531839370727539
260,"[[0, 0, 2], [0, 2, 4]]",3507254154.0616245,3507.2541540616244,300.0,optimal,0.0015141963958740234
261,"[[0, 0, 2], [0, 2, 5]]",3507328831.372549,3507.328831372549,300.0,optimal,0.0015218257904052734
262,"[[0, 0, 2], [0, 2, 6]]",3507436523.2493,3507.4365232493,300.0,optimal,0.0015423297882080078
263,"[[0, 0, 2], [0, 3, 2]]",3507110831.372549,3507.110831372549,300.0,optimal,0.0015430450439453125
264,"[[0, 0, 2], [0, 3, 3]]",3507170831.372549,3507.170831372549,300.0,optimal,0.0015559196472167969
265,"[[0, 0, 2], [0, 3, 4]]",3507245508.6834736,3507.2455086834734,300.0,optimal,0.0015540122985839844
266,"[[0, 0, 2], [0, 3, 5]]",3507347831.372549,3507.347831372549,300.0,optimal,0.0016169548034667969
267,"[[0, 0, 2], [0, 3, 6]]",3507407831.372549,3507.407831372549,300.0,optimal,0.0016360282897949219
268,"[[0, 0, 2], [0, 4, 2]]",3507092247.0588236,3507.0922470588234,300.0,optimal,0.0015430450439453125
269,"[[0, 0, 2], [0, 4, 3]]",3507166924.369748,3507.166924369748,300.0,optimal,0.0015549659729003906
270,"[[0, 0, 2], [0, 4, 4]]",3507261508.6834736,3507.2615086834735,300.0,optimal,0.0016851425170898438
271,"[[0, 0, 2], [0, 4, 5]]",3507321508.6834736,3507.3215086834734,300.0,optimal,0.0017468929290771484
272,"[[0, 0, 2], [0, 4, 6]]",3507387185.994398,3507.387185994398,300.0,optimal,0.0017278194427490234
